PROV41;Brandon;Brandon;Brandon;;Brandon;;;;;;;;;x;;;;
PROV42;Pembina;Pembina;Pembina;;Pembina;;;;;;;;;x;;;;
PROV43;Arviat;Arviat;Arviat;;Arviat;;;;;;;;;x;;;;
PROV44;Coral Harbour;Coral Harbour;Coral Harbour;;Coral Harbour;;;;;;;;;x;;;;
PROV45;Baffin Island;Baffin Island;Baffin Island;;Tierra de Baffin;;;;;;;;;x;;;;
PROV46;Toronto;Toronto;Toronto;;Toronto;;;;;;;;;x;;;;
PROV47;Fort Severn;Fort Severn;Fort Severn;;Fuerte Severn;;;;;;;;;x;;;;
PROV48;Fort Albany;Fort Albany;Fort Albany;;Fuerte Albany;;;;;;;;;x;;;;
PROV49;Dryden;Dryden;Dryden;;Dryden;;;;;;;;;x;;;;
PROV50;Thunder Bay;Thunder Bay;Thunder Bay;;Bahía de Thunder;;;;;;;;;x;;;;
PROV51;Sault Ste Marie;Sault Ste Marie;Sault Ste Marie;;Sault Ste Marie;;;;;;;;;x;;;;
PROV52;Sudbury;Sudbury;Sudbury;;Sudbury;;;;;;;;;x;;;;
PROV53;Barrie;Barrie;Barrie;;Barrie;;;;;;;;;x;;;;
PROV54;Windsor;Windsor;Windsor;;Windsor;;;;;;;;;x;;;;
PROV55;Hamilton;Hamilton;Hamilton;;Hamilton;;;;;;;;;x;;;;
PROV56;Kingston;Kingston;Kingston;;Kingston;;;;;;;;;x;;;;
PROV57;Ottawa;Ottawa;Ottawa;;Ottawa;;;;;;;;;x;;;;
PROV58;Montreal;Montréal;Montreal;;Montreal;;;;;;;;;x;;;;
PROV59;Nitchequon;Nitchequon;Nitchequon;;Nitchequon;;;;;;;;;x;;;;
PROV60;Fort Rupert;Fort Rupert;Fort Rupert;;Fuerte Rupert;;;;;;;;;x;;;;
PROV61;Chicoutimi;Chicoutimi;Chicoutimi;;Chicoutimi;;;;;;;;;x;;;;
PROV62;Sept-Îles;Sept-Îles;Sept-Iles;;Sept-Iles;;;;;;;;;x;;;;
PROV63;Temiscaming;Temiscaming;Temiscaming;;Temiscaming;;;;;;;;;x;;;;
PROV64;Trois-Rivicres;Trois-Rivicres;Trois-Rivieres;;Trois-Rivieres;;;;;;;;;x;;;;
PROV65;Quebec City;Québec;Quebec City;;Ciudad de Quebec;;;;;;;;;x;;;;
PROV66;Sherbrooke;Sherbrooke;Sherbrooke;;Sherbrooke;;;;;;;;;x;;;;
PROV67;Rimouski;Rimouski;Rimouski;;Rimouski;;;;;;;;;x;;;;
PROV68;Fredericton;Fredericton;Fredericton;;Fredericton;;;;;;;;;x;;;;
PROV69;Bathurst;Bathurst;Bathurst;;Bathurst;;;;;;;;;x;;;;
PROV70;Prince Edward Island;Prince Edward Island;Prince Edward Island;;Isla del Príncipe Eduardo;;;;;;;;;x;;;;
PROV71;Halifax;Halifax;Halifax;;Halifax;;;;;;;;;x;;;;
PROV72;Truro;Truro;Truro;;Truro;;;;;;;;;x;;;;
PROV73;Cape Breton Island;Cape Breton Island;Cape Breton Island;;Isla del Cabo Breton;;;;;;;;;x;;;;
PROV74;Saint Johns;Saint-John's;Saint Johns;;Saint Johns;;;;;;;;;x;;;;
PROV75;Millertown;Millertown;Millertown;;Millertown;;;;;;;;;x;;;;
PROV76;Hopedale;Hopedale;Hopedale;;Hopedale;;;;;;;;;x;;;;
PROV77;St Pierre & Miquelon;Saint-Pierre et Miquelon;St Pierre & Miquelon;;San Pedro y Miguelón;;;;;;;;;x;;;;
PROV78;Seattle;Seattle;Seattle;;Seattle;;;;;;;;;x;;;;
PROV79;Spokane;Spokane;Spokane;;Spokane;;;;;;;;;x;;;;
PROV80;Walla Walla;Walla Walla;Walla Walla;;Walla Walla;;;;;;;;;x;;;;
PROV81;Portland;Portland;Portland;;Portland;;;;;;;;;x;;;;
PROV82;Baker City;Baker City;Baker City;;Baker City;;;;;;;;;x;;;;
PROV83;Klamath Falls;Klamath Falls;Klamath Falls;;Cataratas de Klamath;;;;;;;;;x;;;;
PROV84;San Francisco;San Francisco;San Francisco;;San Francisco Javier;;;;;;;;;x;;;;
PROV85;Eureka;Eureka;Eureka;;Eureka;;;;;;;;;x;;;;
PROV86;Sacramento;Sacramento;Sacramento;;Sacramento;;;;;;;;;x;;;;
PROV87;Monterey;Monterey;Monterey;;Monterrey;;;;;;;;;x;;;;
PROV88;Mariposa;Mariposa;Mariposa;;Mariposa;;;;;;;;;x;;;;
PROV89;Los Angeles;Los Angeles;Los Angeles;;Los Ángeles;;;;;;;;;x;;;;
PROV90;San Diego;San Diego;San Diego;;San Diego;;;;;;;;;x;;;;
PROV91;Boise;Boise;Boise;;Boise;;;;;;;;;x;;;;
PROV92;Coeur D'Alene;Csur D'Alene;Coeur D'Alene;;Coeur D'Alene;;;;;;;;;x;;;;
PROV93;Pocatello;Pocatello;Pocatello;;Pocatello;;;;;;;;;x;;;;
PROV94;Carson City;Carson City;Carson City;;Carson City;;;;;;;;;x;;;;
PROV95;Elko;Elko;Elko;;Elko;;;;;;;;;x;;;;
PROV96;Las Vegas;Las Vegas;Las Vegas;;Las Vegas;;;;;;;;;x;;;;
PROV97;Salt Lake City;Salt Lake City;Salt Lake City;;Salt Lake City;;;;;;;;;x;;;;
PROV98;Loa;Loa;Loa;;Loa;;;;;;;;;x;;;;
PROV99;Moab;Moab;Moab;;Moab;;;;;;;;;x;;;;
PROV100;Phoenix;Phoenix;Phoenix;;Phoenix;;;;;;;;;x;;;;
PROV101;Flagstaff;Flagstaff;Flagstaff;;Flagstaff;;;;;;;;;x;;;;
PROV102;Tucson;Tucson;Tucson;;Tucson;;;;;;;;;x;;;;
PROV103;Santa Fe;Santa Fe;Santa Fe;;Santa Fe;;;;;;;;;x;;;;
PROV104;Albuquerque;Albuquerque;Albuquerque;;Albuquerque;;;;;;;;;x;;;;
PROV105;Las Cruces;Las Cruces;Las Cruces;;Las Cruces;;;;;;;;;x;;;;
PROV106;Denver;Denver;Denver;;Denver;;;;;;;;;x;;;;
PROV107;Grand Junction;Grand Junction;Grand Junction;;Grand Junction;;;;;;;;;x;;;;
PROV108;Alamosa;Alamosa;Alamosa;;Alamosa;;;;;;;;;x;;;;
PROV109;Pueblo;Pueblo;Pueblo;;Pueblo;;;;;;;;;x;;;;
PROV110;Cheyenne;Cheyenne;Cheyenne;;Cheyenne;;;;;;;;;x;;;;
PROV111;Cody;Cody;Cody;;Cody;;;;;;;;;x;;;;
PROV112;Casper;Casper;Casper;;Casper;;;;;;;;;x;;;;
PROV113;Bozeman;Bozeman;Bozeman;;Bozeman;;;;;;;;;x;;;;
PROV114;Missoula;Missoula;Missoula;;Missoula;;;;;;;;;x;;;;
PROV115;Great Falls;Great Falls;Great Falls;;Great Falls;;;;;;;;;x;;;;
PROV116;Billings;Billings;Billings;;Billings;;;;;;;;;x;;;;
PROV117;Bismarck;Bismarck;Bismarck;;Bismarck;;;;;;;;;x;;;;
PROV118;Minot;Minot;Minot;;Minot;;;;;;;;;x;;;;
PROV119;Dickinson;Dickinson;Dickinson;;Dickinson;;;;;;;;;x;;;;
PROV120;Sioux Falls;Sioux Falls;Sioux Falls;;Sioux Falls;;;;;;;;;x;;;;
PROV121;Dupree;Dupree;Dupree;;Dupree;;;;;;;;;x;;;;
PROV122;Rapid City;Rapid City;Rapid City;;Rapid City;;;;;;;;;x;;;;
PROV123;Omaha;Omaha;Omaha;;Omaha;;;;;;;;;x;;;;
PROV124;Alliance;Alliance;Alliance;;Alianza;;;;;;;;;x;;;;
PROV125;North Platte;North Platte;North Platte;;Platte Norte;;;;;;;;;x;;;;
PROV126;Topeka;Topeka;Topeka;;Topeka;;;;;;;;;x;;;;
PROV127;Goodland;Goodland;Goodland;;Goodland;;;;;;;;;x;;;;
PROV128;Wichita;Wichita;Wichita;;Wichita;;;;;;;;;x;;;;
PROV129;Oklahoma City;Oklahoma City;Oklahoma City;;Oklahoma City;;;;;;;;;x;;;;
PROV130;Tahlequah;Tahlequah;Tahlequah;;Tahlequah;;;;;;;;;x;;;;
PROV131;Okmulgee;Okmulgee;Okmulgee;;Okmulgee;;;;;;;;;x;;;;
PROV132;Houston;Houston;Houston;;Houston;;;;;;;;;x;;;;
PROV133;Austin;Austin;Austin;;Austin;;;;;;;;;x;;;;
PROV134;Dallas;Dallas;Dallas;;Dallas;;;;;;;;;x;;;;
PROV135;Lubbock;Lubbock;Lubbock;;Lubbock;;;;;;;;;x;;;;
PROV136;El Paso;El Paso;El Paso;;El Paso;;;;;;;;;x;;;;
PROV137;San Antonio;San Antonio;San Antonio;;San Antonio;;;;;;;;;x;;;;
PROV138;Laredo;Laredo;Laredo;;Laredo;;;;;;;;;x;;;;
PROV139;New Orleans;Nouvelle-Orléans;New Orleans;;Nueva Orleans;;;;;;;;;x;;;;
PROV140;Baton Rouge;Baton Rouge;Baton Rouge;;Baton Rouge;;;;;;;;;x;;;;
PROV141;Lake Charles;Lake Charles;Lake Charles;;Lago Charles;;;;;;;;;x;;;;
PROV142;Shreveport;Shreveport;Shreveport;;Shreveport;;;;;;;;;x;;;;
PROV143;Little Rock;Little Rock;Little Rock;;Little Rock;;;;;;;;;x;;;;
PROV144;Hot Springs;Hot Springs;Hot Springs;;Hot Springs;;;;;;;;;x;;;;
PROV145;Fayetteville;Fayetteville;Fayetteville;;Fayetteville;;;;;;;;;x;;;;
PROV146;St Louis;St Louis;St Louis;;St. Louis;;;;;;;;;x;;;;
PROV147;Joplin;Joplin;Joplin;;Joplin;;;;;;;;;x;;;;
PROV148;Malden;Malden;Malden;;Malden;;;;;;;;;x;;;;
PROV149;Jefferson City;Jefferson City;Jefferson City;;Jefferson City;;;;;;;;;x;;;;
PROV150;Kansas City;Kansas City;Kansas City;;Kansas City;;;;;;;;;x;;;;
PROV151;Des Moines;Des Moines;Des Moines;;Des Moines;;;;;;;;;x;;;;
PROV152;Oskaloosa;Oskaloosa;Oskaloosa;;Oskaloosa;;;;;;;;;x;;;;
PROV153;Cedar Rapids;Cedar Rapids;Cedar Rapids;;Rápidos de Cedar;;;;;;;;;x;;;;
PROV154;Sioux City;Sioux City;Sioux City;;Sioux City;;;;;;;;;x;;;;
PROV155;Minneapolis;Minneapolis;Minneapolis;;Minneapolis;;;;;;;;;x;;;;
PROV156;Granite Falls;Granite Falls;Granite Falls;;Cataratas Granite;;;;;;;;;x;;;;
PROV157;Moorhead;Moorhead;Moorhead;;Moorhead;;;;;;;;;x;;;;
PROV158;Duluth;Duluth;Duluth;;Duluth;;;;;;;;;x;;;;
PROV159;Milwaukee;Milwaukee;Milwaukee;;Milwaukee;;;;;;;;;x;;;;
PROV160;Eau Claire;Eau Claire;Eau Claire;;Eau Claire;;;;;;;;;x;;;;
PROV161;Green Bay;Green Bay;Green Bay;;Green Bay;;;;;;;;;x;;;;
PROV162;Madison;Madison;Madison;;Madison;;;;;;;;;x;;;;
PROV163;Chicago;Chicago;Chicago;;Chicago;;;;;;;;;x;;;;
PROV164;Rockford;Rockford;Rockford;;Rockford;;;;;;;;;x;;;;
PROV165;Champaign;Champaign;Champaign;;Champaign;;;;;;;;;x;;;;
PROV166;Peoria;Peoria;Peoria;;Peoria;;;;;;;;;x;;;;
PROV167;Springfield;Springfield;Springfield;;Springfield;;;;;;;;;x;;;;
PROV168;Carbondale;Carbondale;Carbondale;;Carbondale;;;;;;;;;x;;;;
PROV169;Indianapolis;Indianapolis;Indianapolis;;Indianápolis;;;;;;;;;x;;;;
PROV170;Evansville;Evansville;Evansville;;Evansville;;;;;;;;;x;;;;
PROV171;South Bend;South Bend;South Bend;;South Bend;;;;;;;;;x;;;;
PROV172;Fort Wayne;Fort Wayne;Fort Wayne;;Fuerte Wayne;;;;;;;;;x;;;;
PROV173;Detroit;Detroit;Detroit;;Detroit;;;;;;;;;x;;;;
PROV174;Grand Rapids;Grand Rapids;Grand Rapids;;Grand Rapids;;;;;;;;;x;;;;
PROV175;Saginaw;Saginaw;Saginaw;;Saginaw;;;;;;;;;x;;;;
PROV176;Traverse City;Traverse City;Traverse City;;Traverse City;;;;;;;;;x;;;;
PROV177;Marquette;Marquette;Marquette;;Marquette;;;;;;;;;x;;;;
PROV178;Cleveland;Cleveland;Cleveland;;Cleveland;;;;;;;;;x;;;;
PROV179;Columbus;Columbus;Columbus;;Columbus;;;;;;;;;x;;;;
PROV180;Sandusky;Sandusky;Sandusky;;Sandusky;;;;;;;;;x;;;;
PROV181;Dayton;Dayton;Dayton;;Dayton;;;;;;;;;x;;;;
PROV182;Cincinnati;Cincinnati;Cincinnati;;Cincinnati;;;;;;;;;x;;;;
PROV183;Marietta;Marietta;Marietta;;Marietta;;;;;;;;;x;;;;
PROV184;Louisville;Louisville;Louisville;;Louisville;;;;;;;;;x;;;;
PROV185;Lexington;Lexington;Lexington;;Lexington;;;;;;;;;x;;;;
PROV186;Bowling Green;Bowling Green;Bowling Green;;Bowling Green;;;;;;;;;x;;;;
PROV187;Paducah;Paducah;Paducah;;Paducah;;;;;;;;;x;;;;
PROV188;Nashville;Nashville;Nashville;;Nashville;;;;;;;;;x;;;;
PROV189;Memphis;Memphis;Memphis;;Memphis;;;;;;;;;x;;;;
PROV190;Knoxville;Knoxville;Knoxville;;Knoxville;;;;;;;;;x;;;;
PROV191;Chattanooga;Chattanooga;Chattanooga;;Chattanooga;;;;;;;;;x;;;;
PROV192;Jackson;Jackson;Jackson;;Jackson;;;;;;;;;x;;;;
PROV193;Vicksburg;Vicksburg;Vicksburg;;Vicksburg;;;;;;;;;x;;;;
PROV194;Biloxi;Biloxi;Biloxi;;Biloxi;;;;;;;;;x;;;;
PROV195;Montgomery;Montgomery;Montgomery;;Montgomery;;;;;;;;;x;;;;
PROV196;Tuscaloosa;Tuscaloosa;Tuscaloosa;;Tuscaloosa;;;;;;;;;x;;;;
PROV197;Mobile;Mobile;Mobile;;Mobile;;;;;;;;;x;;;;
PROV198;Tallahassee;Tallahassee;Tallahassee;;Tallahassee;;;;;;;;;x;;;;
PROV199;St Augustine;St Augustine;St Augustine;;St Augustine;;;;;;;;;x;;;;
PROV200;Tampa;Tampa;Tampa;;Tampa;;;;;;;;;x;;;;
PROV201;Atlanta;Atlanta;Atlanta;;Atlanta;;;;;;;;;x;;;;
PROV202;Valdosta;Valdosta;Valdosta;;Valdosta;;;;;;;;;x;;;;
PROV203;Bermuda;Bermuda;Bermuda;;Bermudas;;;;;;;;;x;;;;
PROV204;Savannah;Savannah;Savannah;;Savannah;;;;;;;;;x;;;;
PROV205;Charleston;Charleston;Charleston;;Charleston;;;;;;;;;x;;;;
PROV206;Columbia;Colombie;Columbia;;Columbia;;;;;;;;;x;;;;
PROV207;Greenville;Greenville;Greenville;;Greenville;;;;;;;;;x;;;;
PROV208;Raleigh;Raleigh;Raleigh;;Raleigh;;;;;;;;;x;;;;
PROV209;Charlotte;Charlotte;Charlotte;;Charlotte;;;;;;;;;x;;;;
PROV210;Wilmington;Wilmington;Wilmington;;Wilmington;;;;;;;;;x;;;;
PROV211;Richmond;Richmond;Richmond;;Richmond;;;;;;;;;x;;;;
PROV212;Manassas;Manassas;Manassas;;Manassas;;;;;;;;;x;;;;
PROV213;Fredericksburg;Fredericksburg;Fredericksburg;;Fredericksburg;;;;;;;;;x;;;;
PROV214;Norfolk;Norfolk;Norfolk;;Norfolk;;;;;;;;;x;;;;
PROV215;Staunton;Staunton;Staunton;;Staunton;;;;;;;;;x;;;;
PROV216;Roanoke;Roanoke;Roanoke;;Roanoke;;;;;;;;;x;;;;
PROV217;Wheeling;Wheeling;Wheeling;;Wheeling;;;;;;;;;x;;;;
PROV218;Huntington;Huntington;Huntington;;Huntington;;;;;;;;;x;;;;
PROV219;Baltimore;Baltimore;Baltimore;;Baltimore;;;;;;;;;x;;;;
PROV220;Washington;Washington;Washington;;Washington;;;;;;;;;x;;;;
PROV221;Hagerstown;Hagerstown;Hagerstown;;Hagerstown;;;;;;;;;x;;;;
PROV222;Dover;Dover;Dover;;Dover;;;;;;;;;x;;;;
PROV223;Philadelphia;Philadelphia;Philadelphia;;Filadelfia;;;;;;;;;x;;;;
PROV224;Scranton;Scranton;Scranton;;Scranton;;;;;;;;;x;;;;
PROV225;Williamsport;Williamsport;Williamsport;;Williamsport;;;;;;;;;x;;;;
PROV226;Harrisburg;Harrisburg;Harrisburg;;Harrisburg;;;;;;;;;x;;;;
PROV227;Pittsburgh;Pittsburgh;Pittsburgh;;Pittsburgh;;;;;;;;;x;;;;
PROV228;Erie;Erie;Erie;;Erie;;;;;;;;;x;;;;
PROV229;Newark;Newark;Newark;;Newark;;;;;;;;;x;;;;
PROV230;Trenton;Trenton;Trenton;;Trenton;;;;;;;;;x;;;;
PROV231;Atlantic City;Atlantic City;Atlantic City;;Atlantic City;;;;;;;;;x;;;;
PROV232;New York;New York;New York;;Nueva York;;;;;;;;;x;;;;
PROV233;Long Island;Long Island;Long Island;;Long Island;;;;;;;;;x;;;;
PROV234;Albany;Albany;Albany;;Albany;;;;;;;;;x;;;;
PROV235;Binghamton;Binghamton;Binghamton;;Binghamton;;;;;;;;;x;;;;
PROV236;Buffalo;Buffalo;Buffalo;;Buffalo;;;;;;;;;x;;;;
PROV237;Rochester;Rochester;Rochester;;Rochester;;;;;;;;;x;;;;
PROV238;Syracuse;Syracuse;Syracuse;;Syracuse;;;;;;;;;x;;;;
PROV239;Watertown;Watertown;Watertown;;Watertown;;;;;;;;;x;;;;
PROV240;Plattsburgh;Plattsburgh;Plattsburgh;;Plattsburgh;;;;;;;;;x;;;;
PROV241;Hartford;Hartford;Hartford;;Hartford;;;;;;;;;x;;;;
PROV242;Providence;Providence;Providence;;Providence;;;;;;;;;x;;;;
PROV243;Boston;Boston;Boston;;Boston;;;;;;;;;x;;;;
PROV244;New Bedford;New Bedford;New Bedford;;New Bedford;;;;;;;;;x;;;;
PROV245;Pittsfield;Pittsfield;Pittsfield;;Pittsfield;;;;;;;;;x;;;;
PROV246;Burlington;Burlington;Burlington;;Burlington;;;;;;;;;x;;;;
PROV247;Concord;Concord;Concord;;Concord;;;;;;;;;x;;;;
PROV248;Lewiston;Lewiston;Lewiston;;Lewiston;;;;;;;;;x;;;;
PROV249;Bangor;Bangor;Bangor;;Bangor;;;;;;;;;x;;;;
PROV250;Caribou;Caribou;Caribou;;Caribou;;;;;;;;;x;;;;
PROV251;Godthab;Nuuk;Nuuk;;Godthab;;;;;;;;;x;;;;
PROV252;Iceland;Islande;Island;;Islandia;;;;;;;;;x;;;;
PROV253;Faroe Islands;Îles Féroé;Faröerinseln;;Islas Faroe;;;;;;;;;x;;;;
PROV254;Belfast;Belfast;Belfast;;Belfast;;;;;;;;;x;;;;
PROV255;Londonderry;Londonderry;Londonderry;;Londonderry;;;;;;;;;x;;;;
PROV256;Armagh;Armagh;Armagh;;Armagh;;;;;;;;;x;;;;
PROV257;Donegal;Donegal;Donegal;;Donegal;;;;;;;;;x;;;;
PROV258;Galway;Galway;Galway;;Galway;;;;;;;;;x;;;;
PROV259;Sligo;Sligo;Sligo;;Sligo;;;;;;;;;x;;;;
PROV260;Cork;Cork;Cork;;Cork;;;;;;;;;x;;;;
PROV261;Limerick;Limerick;Limerick;;Limerick;;;;;;;;;x;;;;
PROV262;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x;;;;
PROV263;Dublin;Dublin;Dublin;;Dublín;;;;;;;;;x;;;;
PROV264;Kildare;Kildare;Kildare;;Kildare;;;;;;;;;x;;;;
PROV265;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x;;;;
PROV266;Aberdeen;Aberdeen;Aberdeen;;Aberdeen;;;;;;;;;x;;;;
PROV267;Inverness;Inverness;Inverness;;Inverness;;;;;;;;;x;;;;
PROV268;Dundee;Dundee;Dundee;;Dundee;;;;;;;;;x;;;;
PROV269;Edinburgh;Edinburgh;Edinburgh;;Edimburgo;;;;;;;;;x;;;;
PROV270;Stirling;Stirling;Stirling;;Stirling;;;;;;;;;x;;;;
PROV271;Glasgow;Glasgow;Glasgow;;Glasgow;;;;;;;;;x;;;;
PROV272;Dumfries;Dumfries;Dumfries;;Dumfries;;;;;;;;;x;;;;
PROV273;Cardiff;Cardiff;Cardiff;;Cardiff;;;;;;;;;x;;;;
PROV274;Cardigan;Cardigan;Cardigan;;Cardigan;;;;;;;;;x;;;;
PROV275;Llandrindod;Llandrindod;Llandrindod;;Llandrindod;;;;;;;;;x;;;;
PROV276;Holyhead;Holyhead;Holyhead;;Holyhead;;;;;;;;;x;;;;
PROV277;Liverpool;Liverpool;Liverpool;;Liverpool;;;;;;;;;x;;;;
PROV278;Manchester;Manchester;Manchester;;Manchester;;;;;;;;;x;;;;
PROV279;Carlisle;Carlisle;Carlisle;;Carlisle;;;;;;;;;x;;;;
PROV280;Newcastle-upon-Tyne;Newcastle-upon-Tyne;Newcastle-upon-Tyne;;Newcastle-upon-Tyne;;;;;;;;;x;;;;
PROV281;Hull;Coque;Hull;;Hull;;;;;;;;;x;;;;
PROV282;Leeds;Leeds;Leeds;;Leeds;;;;;;;;;x;;;;
PROV283;Sheffield;Sheffield;Sheffield;;Sheffield;;;;;;;;;x;;;;
PROV284;Birmingham;Birmingham;Birmingham;;Birmingham;;;;;;;;;x;;;;
PROV285;Chester;Chester;Chester;;Chester;;;;;;;;;x;;;;
PROV286;Shrewsbury;Shrewsbury;Shrewsbury;;Shrewsbury;;;;;;;;;x;;;;
PROV287;Coventry;Coventry;Coventry;;Coventry;;;;;;;;;x;;;;
PROV288;Nottingham;Nottingham;Nottingham;;Nottingham;;;;;;;;;x;;;;
PROV289;Leicester;Leicester;Leicester;;Leicester;;;;;;;;;x;;;;
PROV290;Lincoln;Lincoln;Lincoln;;Lincoln;;;;;;;;;x;;;;
PROV291;Cambridge;Cambridge;Cambridge;;Cambridge;;;;;;;;;x;;;;
PROV292;Ipswich;Ipswich;Ipswich;;Ipswich;;;;;;;;;x;;;;
PROV293;Chelmsford;Chelmsford;Chelmsford;;Chelmsford;;;;;;;;;x;;;;
PROV294;Oxford;Oxford;Oxford;;Oxford;;;;;;;;;x;;;;
PROV295;St Albans;St Albans;St Albans;;St Albans;;;;;;;;;x;;;;
PROV296;Bristol;Bristol;Bristol;;Bristol;;;;;;;;;x;;;;
PROV297;Salisbury;Salisbury;Salisbury;;Salisbury;;;;;;;;;x;;;;
PROV298;Bath;Bath;Bath;;Bath;;;;;;;;;x;;;;
PROV299;Plymouth;Plymouth;Plymouth;;Plymouth;;;;;;;;;x;;;;
PROV300;London;London;London;;Londres;;;;;;;;;x;;;;
PROV301;Canterbury;Canterbury;Canterbury;;Canterbury;;;;;;;;;x;;;;
PROV302;Brighton;Brighton;Brighton;;Brighton;;;;;;;;;x;;;;
PROV303;Southampton;Southampton;Southampton;;Southampton;;;;;;;;;x;;;;
PROV304;Isle of Man;Île de Man;Isle of Man;;Isla de Man;;;;;;;;;x;;;;
PROV305;Trondheim;Trondheim;Trondheim;;Trondheim;;;;;;;;;x;;;;
PROV306;Bodo;Bodo;Bodo;;Bodo;;;;;;;;;x;;;;
PROV307;Hammerfest;Hammerfest;Hammerfest;;Hammerfest;;;;;;;;;x;;;;
PROV308;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x;;;;
PROV309;Bergen;Bergen;Bergen;;Bergen;;;;;;;;;x;;;;
PROV310;Christianssand;Christianssand;Christianssand;;Christianssand;;;;;;;;;x;;;;
PROV311;Skien;Skien;Skien;;Skien;;;;;;;;;x;;;;
PROV312;Drammen;Drammen;Drammen;;Drammen;;;;;;;;;x;;;;
PROV313;Christiania;Christiania;Christiania;;Christiania;;;;;;;;;x;;;;
PROV314;Hamar;Hamar;Hamar;;Hamar;;;;;;;;;x;;;;
PROV315;Lillehammer;Lillehammer;Lillehammer;;Lillehammer;;;;;;;;;x;;;;
PROV316;Frederiksstad;Frederiksstad;Frederiksstad;;Frederiksstad;;;;;;;;;x;;;;
PROV317;Gävle;Gävle;Gävle;;Gävle;;;;;;;;;x;;;;
PROV318;Sundsvall;Sundsvall;Sundsvall;;Sundsvall;;;;;;;;;x;;;;
PROV319;Östersund;Östersund;Östersund;;Östersund;;;;;;;;;x;;;;
PROV320;Umel;Umel;Umel;Umea;;;;;;;;;x;;;;
